,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
31768,0525945121,Chang and Eng,Darin Strauss,2000,Dutton Books,http://images.amazon.com/images/P/0525945121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945121.01.LZZZZZZZ.jpg
31783,0449003701,The Tall Pine Polka (Ballantine Reader's Circle),LORNA LANDVIK,2001,Ballantine Books,http://images.amazon.com/images/P/0449003701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003701.01.LZZZZZZZ.jpg
31789,051508901X,The Gamble,LaVyrle Spencer,1994,Jove Books,http://images.amazon.com/images/P/051508901X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051508901X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051508901X.01.LZZZZZZZ.jpg
31792,068810312X,Made in America: An Informal History of the English Language in the United States,Bill Bryson,1995,Harpercollins,http://images.amazon.com/images/P/068810312X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068810312X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068810312X.01.LZZZZZZZ.jpg
31825,0553569635,Blood Test (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1995,Bantam Books,http://images.amazon.com/images/P/0553569635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569635.01.LZZZZZZZ.jpg
31829,0380790076,Simply Irresistible (Avon Light Contemporary Romances),Rachel Gibson,1998,Avon,http://images.amazon.com/images/P/0380790076.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380790076.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380790076.01.LZZZZZZZ.jpg
31877,038089968X,Chain Letter (Avon Camelot Books (Paperback)),Christopher Pike,1986,Avon,http://images.amazon.com/images/P/038089968X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038089968X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038089968X.01.LZZZZZZZ.jpg
31893,0515128015,Eclipse Bay,Jayne Ann Krentz,2000,Jove Books,http://images.amazon.com/images/P/0515128015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128015.01.LZZZZZZZ.jpg
31920,0553294903,Divine Evil,NORA ROBERTS,1992,Bantam,http://images.amazon.com/images/P/0553294903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553294903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553294903.01.LZZZZZZZ.jpg
31950,0671749013,An ALTOGETHER NEW BOOK OF TOP TEN LISTS LATE NIGHT DAVID LETTERMAN,David Letterman,1991,Pocket,http://images.amazon.com/images/P/0671749013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671749013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671749013.01.LZZZZZZZ.jpg
31978,0684814994,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0684814994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684814994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684814994.01.LZZZZZZZ.jpg
32039,0878578730,The Doctor's Book of Home Remedies : Thousands of Tips and Techniques Anyone Can Use to Heal Everyday Health Problems,Editors Prevention Health Books,1990,Rodale Books,http://images.amazon.com/images/P/0878578730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0878578730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0878578730.01.LZZZZZZZ.jpg
32287,0836270061,"Magic Eye, Vol. 1",N.E. Thing Enterprises,1993,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836270061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836270061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836270061.01.LZZZZZZZ.jpg
32369,0671025333,Empty Promises,Ann Rule,2000,Pocket,http://images.amazon.com/images/P/0671025333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671025333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671025333.01.LZZZZZZZ.jpg
32387,0375410945,The World Below,SUE MILLER,2001,Knopf,http://images.amazon.com/images/P/0375410945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375410945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375410945.01.LZZZZZZZ.jpg
32391,0671729489,Seeds of Yesterday (Dollanganger),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671729489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671729489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671729489.01.LZZZZZZZ.jpg
32410,0449213730,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1991,Fawcett Books,http://images.amazon.com/images/P/0449213730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449213730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449213730.01.LZZZZZZZ.jpg
32427,0553278355,The Bell Jar,Sylvia Plath,1983,Bantam,http://images.amazon.com/images/P/0553278355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278355.01.LZZZZZZZ.jpg
32433,067974388X,The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle,Amy Dacyczyn,1993,Random House Inc,http://images.amazon.com/images/P/067974388X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067974388X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067974388X.01.LZZZZZZZ.jpg
32612,0743202988,Heart Full of Lies: A True Story of Desire and Death,Ann Rule,2003,Free Press,http://images.amazon.com/images/P/0743202988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743202988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743202988.01.LZZZZZZZ.jpg
32620,1551669293,204 Rosewood Lane,Debbie Macomber,2002,Mira,http://images.amazon.com/images/P/1551669293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669293.01.LZZZZZZZ.jpg
32644,0440166497,Once in a Lifetime,Danielle Steel,1983,Dell,http://images.amazon.com/images/P/0440166497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440166497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440166497.01.LZZZZZZZ.jpg
32658,0060562080,"Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities",Marian Keyes,2004,Perennial,http://images.amazon.com/images/P/0060562080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060562080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060562080.01.LZZZZZZZ.jpg
32689,0399150439,Naked Prey,John Sandford,2003,Putnam Publishing Group,http://images.amazon.com/images/P/0399150439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399150439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399150439.01.LZZZZZZZ.jpg
32729,0375709150,Driving over Lemons: An Optimist in Spain (Vintage Departures),Chris Stewart,2001,Vintage Books USA,http://images.amazon.com/images/P/0375709150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375709150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375709150.01.LZZZZZZZ.jpg
32750,1861976127,"Eats, Shoots and Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,Profile Books Ltd,http://images.amazon.com/images/P/1861976127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1861976127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1861976127.01.LZZZZZZZ.jpg
32786,0345350472,Blade Runner: (Do Androids Dream of Electric Sheep),Philip K. Dick,1990,Del Rey Books,http://images.amazon.com/images/P/0345350472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345350472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345350472.01.LZZZZZZZ.jpg
32788,0440995779,The Witch of Blackbird Pond (Laurel Leaf Books),ELIZABETH GEORGE SPEARE,1978,Laure Leaf,http://images.amazon.com/images/P/0440995779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440995779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440995779.01.LZZZZZZZ.jpg
33112,0886773555,Catfantastic,Andre Norton,1989,Daw Books,http://images.amazon.com/images/P/0886773555.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886773555.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886773555.01.LZZZZZZZ.jpg
33137,0671016784,Gravity (A),Tess Gerritsen,1999,Atria,http://images.amazon.com/images/P/0671016784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671016784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671016784.01.LZZZZZZZ.jpg
33271,0812694333,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin,2001,Open Court Publishing Company,http://images.amazon.com/images/P/0812694333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812694333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812694333.01.LZZZZZZZ.jpg
33312,0380752859,For Love of Evil : Book Six of Incarnations of Immortality (Incarnations of Immortality (Paperback)),Piers Anthony,1990,Eos,http://images.amazon.com/images/P/0380752859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380752859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380752859.01.LZZZZZZZ.jpg
33384,0446608386,Killing Me Softly : A Novel of Obsession,Nicci French,2000,Warner Vision,http://images.amazon.com/images/P/0446608386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608386.01.LZZZZZZZ.jpg
33422,0696217120,Trading Spaces Behind the Scenes: Including Decorating Tips and Tricks,Brian Kramer,2003,Meredith Books,http://images.amazon.com/images/P/0696217120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0696217120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0696217120.01.LZZZZZZZ.jpg
33441,0394800796,How the Grinch Stole Christmas!,Dr. Seuss,1957,Random House Books for Young Readers,http://images.amazon.com/images/P/0394800796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800796.01.LZZZZZZZ.jpg
33461,034543448X,Demolition Angel,Robert Crais,2001,Ballantine Books,http://images.amazon.com/images/P/034543448X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543448X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543448X.01.LZZZZZZZ.jpg
33497,0399151443,High Country,Nevada Barr,2004,Putnam Publishing Group,http://images.amazon.com/images/P/0399151443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399151443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399151443.01.LZZZZZZZ.jpg
33529,1551668300,16 Lighthouse Road,Debbie Macomber,2001,Mira,http://images.amazon.com/images/P/1551668300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668300.01.LZZZZZZZ.jpg
33541,0671737805,Gentle Warrior,Julie Garwood,1990,Pocket,http://images.amazon.com/images/P/0671737805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737805.01.LZZZZZZZ.jpg
33560,0060542128,When the Storm Breaks,Heather Lowell,2003,HarperTorch,http://images.amazon.com/images/P/0060542128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060542128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060542128.01.LZZZZZZZ.jpg
33563,0517707918,The 9 Steps to Financial Freedom,Suze Orman,1997,Crown Publishing Group (NY),http://images.amazon.com/images/P/0517707918.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517707918.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517707918.01.LZZZZZZZ.jpg
33631,0451526554,Jane Eyre (Signet Classics (Paperback)),Charlotte Bronte,1997,Signet Book,http://images.amazon.com/images/P/0451526554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526554.01.LZZZZZZZ.jpg
33869,084394952X,Dark Legend,Christine Feehan,2002,Leisure Books,http://images.amazon.com/images/P/084394952X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/084394952X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/084394952X.01.LZZZZZZZ.jpg
33870,0515135216,Dark Symphony,Christine Feehan,2003,Jove Books,http://images.amazon.com/images/P/0515135216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135216.01.LZZZZZZZ.jpg
33925,0425145301,McNally's Caper (Archy McNally Novels (Paperback)),Lawrence Sanders,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425145301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425145301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425145301.01.LZZZZZZZ.jpg
33926,0679728899,Death Comes for the Archbishop (Vintage Classics),Willa Cather,1990,Vintage,http://images.amazon.com/images/P/0679728899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679728899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679728899.01.LZZZZZZZ.jpg
34231,0064408647,"The Ersatz Elevator (A Series of Unfortunate Events, Book 6)",Lemony Snicket,2001,HarperCollins,http://images.amazon.com/images/P/0064408647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064408647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064408647.01.LZZZZZZZ.jpg
34232,0064407683,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,2000,HarperCollins,http://images.amazon.com/images/P/0064407683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407683.01.LZZZZZZZ.jpg
34233,0671872001,Disappearing Acts,Terry McMillan,1993,Pocket,http://images.amazon.com/images/P/0671872001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671872001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671872001.01.LZZZZZZZ.jpg
34281,0836221311,Last Chapter and Worse,Gary Larson,1996,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836221311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836221311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836221311.01.LZZZZZZZ.jpg
34322,0451176723,Mitigating Circumstances,Nancy Taylor Rosenberg,1993,Signet Book,http://images.amazon.com/images/P/0451176723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176723.01.LZZZZZZZ.jpg
34550,0375705171,Trans-Sister Radio (Vintage Contemporaries (Paperback)),CHRIS BOHJALIAN,2001,Vintage,http://images.amazon.com/images/P/0375705171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705171.01.LZZZZZZZ.jpg
34626,0375725601,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",Erik Larson,2004,Vintage,http://images.amazon.com/images/P/0375725601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725601.01.LZZZZZZZ.jpg
34805,0553212621,Lady Chatterley's Lover: Complete and Unexpurgated 1928 Orioli Edition,D. H. Lawrence,1983,Bantam,http://images.amazon.com/images/P/0553212621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212621.01.LZZZZZZZ.jpg
34867,0425164349,Timequake,Kurt Vonnegut,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425164349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425164349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425164349.01.LZZZZZZZ.jpg
34912,0061094129,Legal Tender,Lisa Scottoline,1997,HarperTorch,http://images.amazon.com/images/P/0061094129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061094129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061094129.01.LZZZZZZZ.jpg
34936,0671568833,Kill and Tell,Linda Howard,1998,Pocket Books,http://images.amazon.com/images/P/0671568833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568833.01.LZZZZZZZ.jpg
34942,0380789884,Pearl Cove (Donovan),Elizabeth Lowell,2000,Avon,http://images.amazon.com/images/P/0380789884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789884.01.LZZZZZZZ.jpg
35431,0345424646,"A Knight of the Word (The Word and the Void Trilogy, Book 2)",Terry Brooks,1999,Del Rey Books,http://images.amazon.com/images/P/0345424646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345424646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345424646.01.LZZZZZZZ.jpg
35508,0505524090,Dark Challenge,Christine Feehan,2000,Love Spell,http://images.amazon.com/images/P/0505524090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524090.01.LZZZZZZZ.jpg
35509,0505523892,Dark Magic,Christine Feehan,2000,Love Spell,http://images.amazon.com/images/P/0505523892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505523892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505523892.01.LZZZZZZZ.jpg
35528,050552354X,Dark Desire (Paranormal Romance),Christine Feehan,1999,Love Spell,http://images.amazon.com/images/P/050552354X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/050552354X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/050552354X.01.LZZZZZZZ.jpg
35529,0425190641,Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback)),Clive Cussler,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425190641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425190641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425190641.01.LZZZZZZZ.jpg
35530,0505523752,Dark Gold,Christine Feehan,2000,Love Spell,http://images.amazon.com/images/P/0505523752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505523752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505523752.01.LZZZZZZZ.jpg
35613,0316107298,Billy and the Boingers Bootleg (Bloom County Book),Berke Breathed,1987,Little Brown &amp; Co,http://images.amazon.com/images/P/0316107298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316107298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316107298.01.LZZZZZZZ.jpg
35643,0425137562,Silent Prey,John Sandford,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425137562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425137562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425137562.01.LZZZZZZZ.jpg
35704,0515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004,Jove Books,http://images.amazon.com/images/P/0515135739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515135739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515135739.01.LZZZZZZZ.jpg
35750,0345434498,Hostage,Robert Crais,2002,Fawcett Books,http://images.amazon.com/images/P/0345434498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345434498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345434498.01.LZZZZZZZ.jpg
35802,0380789892,Midnight in Ruby Bayou,Elizabeth Lowell,2001,Avon,http://images.amazon.com/images/P/0380789892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789892.01.LZZZZZZZ.jpg
35843,0451166884,The Want-Ad Killer,Ann Rule,1995,Signet Book,http://images.amazon.com/images/P/0451166884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166884.01.LZZZZZZZ.jpg
35851,0515118559,True Betrayals,Nora Roberts,1996,Jove Books,http://images.amazon.com/images/P/0515118559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118559.01.LZZZZZZZ.jpg
35859,0688152449,Midnight Champagne: A Novel,A. Manette Ansay,1999,William Morrow &amp; Company,http://images.amazon.com/images/P/0688152449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688152449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688152449.01.LZZZZZZZ.jpg
35932,0060924985,The Infinite Plan : A Novel,Isabel Allende,1994,Perennial,http://images.amazon.com/images/P/0060924985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060924985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060924985.01.LZZZZZZZ.jpg
36071,0505524473,Dark Fire,Christine Feehan,2001,Love Spell,http://images.amazon.com/images/P/0505524473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524473.01.LZZZZZZZ.jpg
